Date,Open,High,Low,Close,Adj Close,Volume
2006-01-02,0.560000,0.570000,0.560000,0.570000,0.305582,165900
2006-01-03,0.570000,0.570000,0.560000,0.570000,0.305582,95000
2006-01-04,0.570000,0.580000,0.560000,0.560000,0.300221,259167
2006-01-05,0.570000,0.570000,0.560000,0.560000,0.300221,221680
2006-01-08,0.560000,0.570000,0.560000,0.570000,0.305582,58500
2006-01-09,0.560000,0.570000,0.560000,0.560000,0.300221,239800
2006-01-10,0.570000,0.570000,0.560000,0.560000,0.300221,101100
2006-01-11,0.570000,0.570000,0.560000,0.560000,0.300221,244607
2006-01-12,0.570000,0.570000,0.560000,0.570000,0.305582,86645
2006-01-15,0.570000,0.570000,0.560000,0.560000,0.300221,67400
2006-01-16,0.560000,0.570000,0.560000,0.560000,0.300221,181920
2006-01-17,0.560000,0.570000,0.560000,0.560000,0.300221,172516
2006-01-18,0.560000,0.570000,0.560000,0.570000,0.305582,336360
2006-01-19,0.570000,0.570000,0.560000,0.560000,0.300221,53200
2006-01-22,0.560000,0.570000,0.560000,0.560000,0.300221,847230
2006-01-23,0.560000,0.570000,0.560000,0.570000,0.305582,1074762
2006-01-24,0.570000,0.570000,0.560000,0.570000,0.305582,276558
2006-01-26,0.570000,0.580000,0.570000,0.580000,0.310943,158654
2006-01-29,0.580000,0.580000,0.570000,0.580000,0.310943,346520
2006-01-30,0.580000,0.580000,0.580000,0.580000,0.310943,111593
2006-01-31,0.580000,0.580000,0.570000,0.570000,0.305582,135470
2006-02-01,0.580000,0.580000,0.570000,0.570000,0.305582,169100
2006-02-02,0.570000,0.580000,0.570000,0.580000,0.310943,222650
2006-02-05,0.580000,0.580000,0.570000,0.580000,0.310943,36787
2006-02-06,0.580000,0.580000,0.570000,0.580000,0.310943,80378
2006-02-07,0.570000,0.570000,0.550000,0.560000,0.300221,207450
2006-02-08,0.560000,0.560000,0.560000,0.560000,0.300221,79706
2006-02-09,0.560000,0.560000,0.560000,0.560000,0.300221,273400
2006-02-12,0.560000,0.560000,0.550000,0.550000,0.294860,319424
2006-02-13,0.550000,0.550000,0.530000,0.530000,0.284137,538607
2006-02-14,0.540000,0.540000,0.520000,0.530000,0.284137,314037
2006-02-15,0.540000,0.550000,0.540000,0.550000,0.294860,168131
2006-02-16,0.550000,0.550000,0.530000,0.530000,0.284137,177325
2006-02-19,0.540000,0.540000,0.530000,0.530000,0.284137,15570
2006-02-20,0.540000,0.550000,0.540000,0.550000,0.294860,86345
2006-02-21,0.560000,0.560000,0.550000,0.560000,0.300221,285725
2006-02-22,0.560000,0.560000,0.550000,0.550000,0.294860,212844
2006-02-23,0.550000,0.550000,0.540000,0.540000,0.289499,95500
2006-02-26,0.550000,0.570000,0.550000,0.560000,0.300221,712123
2006-02-27,0.550000,0.560000,0.550000,0.560000,0.300221,213648
2006-02-28,0.550000,0.550000,0.550000,0.550000,0.294860,376100
2006-03-01,0.550000,0.560000,0.550000,0.550000,0.294860,216435
2006-03-02,0.550000,0.560000,0.540000,0.550000,0.294860,9567411
2006-03-05,0.550000,0.550000,0.530000,0.540000,0.300423,209550
2006-03-06,0.540000,0.550000,0.540000,0.540000,0.300423,217826
2006-03-07,0.550000,0.550000,0.540000,0.540000,0.300423,200564
2006-03-08,0.540000,0.540000,0.540000,0.540000,0.300423,49600
2006-03-09,0.540000,0.550000,0.540000,0.550000,0.305987,135448
2006-03-12,0.550000,0.560000,0.540000,0.560000,0.311550,210030
2006-03-13,0.560000,0.580000,0.560000,0.580000,0.322677,2717744
2006-03-14,0.580000,0.580000,0.560000,0.580000,0.322677,290458
