"Date	ALU.AX	BEN.AX	BKL.AX	BKW.AX	CMW.AX	CQR.AX	FBU.AX	FLT.AX	FXJ.AX	HVN.AX	IAG.AX	IOF.AX	IRE.AX	NCM.AX	NVT.AX	OSH.AX	QAN.AX	SRX.AX	SUL.AX	TNE.AX	TPM.AX"
"18/11/2008	0.403795	4.52036	8.651238	6.128781	0.275901	1.284819	2.9261	5.267534	0.477063	1.130162	1.942789	2.229559	2.267602	18.023478	1.193522	4.203476	2.047771	1.661175	1.177295	0.469384	0.077002"
"19/11/2008	0.46148	4.418215	8.300512	5.860334	0.271227	1.090602	2.82182	5.286125	0.446393	1.109424	1.818118	2.229559	2.174711	18.023478	1.199073	4.203476	2.047771	1.643871	1.123778	0.450608	0.07333"
"20/11/2008	0.407641	4.473551	7.832876	5.701084	0.271227	1.045783	2.791147	5.403871	0.477063	1.192375	1.818118	2.088745	2.070896	20.410753	1.165766	3.914203	2.057122	1.557351	1.059566	0.419316	0.069665"
"23/11/2008	0.407641	4.384152	7.862104	5.414439	0.280579	0.926265	2.877026	5.236549	0.45321	1.264951	1.85448	2.135686	2.087288	22.446121	1.193522	4.04076	2.159972	1.600611	1.075621	0.425574	0.069665"
"24/11/2008	0.46148	4.682103	8.125148	5.573686	0.294609	0.956144	2.919966	5.515418	0.439575	1.161266	1.844091	2.429044	2.2075	24.205673	1.18242	4.293872	2.094525	1.600611	1.15054	0.463125	0.077002"
"25/11/2008	0.46148	4.852372	7.59906	5.732934	0.303961	0.896385	2.913833	5.242746	0.442987	1.124978	1.78695	2.440781	2.212961	23.77767	1.210176	4.049799	2.029069	1.600611	1.129132	0.450608	0.091668"
"26/11/2008	0.46148	4.724648	8.183602	5.892182	0.301621	0.911325	2.938373	5.261337	0.448099	1.08869	1.833702	2.393841	2.212961	24.405405	1.237932	4.411389	2.197376	1.600611	1.171942	0.456867	0.102669"
"27/11/2008	0.46148	4.724648	7.979013	5.892182	0.303961	0.866506	2.9261	5.391476	0.460022	1.114608	1.901232	2.558129	2.26214	23.349676	1.221278	4.456587	2.169323	1.643871	1.177295	0.469384	0.102669"
"30/11/2008	0.46148	4.592704	8.090077	5.892182	0.31799	0.791807	2.870893	5.335702	0.48558	1.114608	1.880453	2.487722	2.26214	24.576607	1.254586	4.203476	2.197376	1.643871	1.204051	0.459536	0.102669"
"1/12/2008	0.46148	4.362879	8.037468	5.892182	0.303961	0.746988	2.785013	5.050636	0.470245	1.104239	1.807729	null	2.251211	24.500513	1.249035	3.823807	2.103876	1.600611	1.177295	0.472666	0.095332"
"2/12/2008	0.46148	4.358617	8.095922	5.924033	0.308639	0.642409	2.75434	5.44725	0.511139	1.182005	1.818118	null	2.30039	24.262739	1.237932	3.850926	2.197376	1.635219	1.123778	0.446407	0.095332"
"3/12/2008	0.46148	4.307544	7.838722	6.07054	0.308639	0.627469	2.82182	5.193169	0.507727	1.197559	1.844091	2.5545	2.202032	23.444784	1.260137	3.823807	2.141271	1.557351	1.15054	0.485796	0.095332"
"4/12/2008	0.46148	4.307544	8.154376	6.197939	0.303961	0.567711	2.834086	5.143592	0.49921	1.218293	1.859675	2.5545	2.136467	23.853762	1.249035	3.615893	2.075823	1.470832	1.15054	0.472666	0.102669"
"7/12/2008	0.46148	4.567168	7.879641	6.369927	0.299282	0.58265	2.705266	5.36049	0.494098	1.259766	1.99993	2.217732	2.26214	24.890469	1.249035	3.850926	2.225428	1.557351	1.177295	0.485796	0.102669"
"8/12/2008	0.46148	4.660829	8.125148	6.369927	0.29227	0.537831	2.79728	5.732316	0.512839	1.223478	1.927205	2.138525	2.365955	26.849749	1.237932	3.869006	2.24413	1.514092	1.19335	0.49236	0.088003"
"9/12/2008	0.46148	4.873645	8.125148	6.11513	0.303961	0.642409	2.895433	5.974003	0.512839	1.192375	1.947984	2.217732	2.442455	27.192144	1.249035	4.302913	2.234779	1.470832	1.220105	0.50549	0.091668"
"10/12/2008	0.46148	4.767237	7.920556	6.11513	0.301621	0.627469	2.969046	5.763303	0.517951	1.182005	2.015514	null	2.529877	25.974728	1.243483	4.248674	2.197376	1.496788	1.209404	0.49236	0.095332"
"11/12/2008	0.46148	4.894917	7.891331	6.11513	0.299282	0.627469	2.870893	5.83147	0.504321	1.182005	2.057071	1.821706	2.458845	26.735613	1.260137	4.140197	2.094525	1.488136	1.289671	0.49236	0.095332"
"14/12/2008	0.46148	4.894917	7.891331	6.146981	0.301621	0.59759	2.913833	6.048369	0.511139	1.270135	2.031098	1.953715	2.661018	28.152763	1.237932	4.39331	2.113227	1.496788	1.284323	0.512055	0.098997"
"15/12/2008	0.407641	4.677839	7.832876	5.987731	0.299282	0.58265	3.067193	5.806682	0.524768	1.280505	2.057071	null	2.562666	27.582102	1.22683	4.275794	2.094525	1.488136	1.284323	0.50549	0.098997"
"16/12/2008	0.46148	4.64804	7.686741	5.987731	0.294609	0.657349	3.091733	5.930624	0.517951	1.259766	2.077849	null	2.595448	28.105209	1.232381	4.266753	2.113227	1.557351	1.316432	0.498925	0.095332"
"17/12/2008	0.407641	4.933244	7.452924	5.732934	0.294609	0.791807	2.969046	5.887246	0.524768	1.213108	2.129796	2.032921	2.518954	28.875605	1.260137	4.058839	2.272183	1.557351	1.364589	0.49236	0.102669"
"18/12/2008	0.407641	5.205656	7.336015	6.000472	0.294609	0.657349	3.067193	4.957679	0.528174	1.27532	2.025903	null	2.513486	31.862078	1.260137	3.787647	2.468543	1.544374	1.391345	0.51862	0.098997"
"21/12/2008	0.384567	4.997062	7.306787	6.529175	0.289931	0.702168	3.159207	4.709795	0.524768	1.218293	1.984346	null	2.524416	29.864754	1.254586	3.615893	2.375042	1.544374	1.428807	0.51862	0.106334"
"22/12/2008	0.384567	4.860855	7.365244	6.019581	0.288749	0.658092	2.956773	4.585853	0.528174	1.264951	1.994735	2.238322	2.584518	30.226175	1.260137	3.814766	2.365691	1.470832	1.412753	0.512055	0.102669"
"23/12/2008	0.384567	4.860855	7.376936	6.019581	0.288749	0.658092	2.956773	4.585853	0.533286	1.264951	1.994735	null	2.562666	30.226175	1.265688	3.814766	2.365691	1.470832	1.412753	0.512055	0.102669"
"28/12/2008	0.384567	4.809782	7.540606	6.369927	0.283934	0.627483	2.9077	4.796555	0.565656	1.296059	1.973957	null	2.65009	30.787329	1.276791	3.977484	2.393735	1.427572	1.380644	0.50549	0.106334"
"29/12/2008	0.384567	4.682103	7.657514	6.17883	0.288749	0.642787	2.913833	4.833738	0.558844	1.37382	2.020709	2.15838	2.814011	32.233006	1.332304	4.203476	2.459191	1.457854	1.434161	0.512055	0.106334"
"30/12/2008	0.384567	4.682103	7.710124	6.17883	0.283934	0.642787	2.913833	4.833738	0.557138	1.37382	2.020709	null	2.814011	32.233006	1.332304	4.203476	2.459191	1.410268	1.434161	0.51862	0.106334"
"1/01/2009	0.384567	4.639513	7.669204	6.17883	0.288749	0.704005	3.12854	5.379082	0.582696	1.37382	2.025903	null	2.803083	32.252033	1.36006	4.140197	2.477893	1.453528	1.434161	0.512055	0.109998"
"4/01/2009	0.384567	4.507571	7.926404	6.11513	0.286342	0.811136	2.987447	5.329506	0.579291	1.394559	1.953179	2.065113	2.814011	29.693556	1.36006	4.122118	2.421788	1.449202	1.428807	0.525184	0.113663"
"5/01/2009	0.384567	4.596968	8.300512	6.17883	0.288749	0.765223	2.999713	5.645557	0.56055	1.347901	1.99993	null	2.841332	30.054977	1.332304	4.158277	2.403086	1.44055	1.434161	0.525184	0.109998"
"6/01/2009	0.384567	4.631031	7.95563	6.11513	0.286342	0.841745	2.9261	5.304717	0.586102	1.347901	1.963568	2.038471	2.8468	28.238363	1.332304	4.257713	2.449841	1.410268	1.444862	0.525184	0.121"
"7/01/2009	0.384567	4.49056	8.066695	6.17883	0.288749	0.902963	2.981313	5.205564	0.579291	1.316793	1.979151	2.051796	2.671947	26.963881	1.304547	4.185396	2.365691	1.392964	1.444862	0.512055	0.121"
"8/01/2009	0.384567	4.430962	8.095922	6.05143	0.286342	0.82644	2.944506	5.131197	0.577585	1.264951	1.963568	2.051796	2.726589	29.15143	1.321201	4.275794	2.403086	1.436224	1.444862	0.525184	0.117335"
"11/01/2009	0.423024	4.384152	7.979013	6.11513	0.281532	0.765223	3.06106	5.094015	0.552026	1.270135	1.968762	null	2.737519	29.845736	1.298996	4.203476	2.384385	1.427572	1.444862	0.525184	0.113663"
"12/01/2009	0.384567	4.307544	7.891331	6.369927	0.269501	0.734614	3.005853	4.976271	0.53158	1.249402	2.010319	1.891913	2.732051	29.940844	1.265688	3.995562	2.356341	1.414594	1.444862	0.512055	0.121"
"13/01/2009	0.384567	4.405426	7.891331	6.369927	0.262279	0.811136	3.005853	4.746978	0.56225	1.311608	2.088238	null	2.792159	28.533209	1.254586	3.950363	2.375042	1.41892	1.444862	0.50549	0.113663"
"14/01/2009	0.423024	4.320292	8.475874	6.433627	0.255062	0.734614	2.913833	4.585853	0.502616	1.254581	2.015514	null	2.65009	26.868771	1.237932	3.814766	2.206726	1.41892	1.359242	0.50549	0.109998"
"15/01/2009	0.423024	4.320292	7.680896	6.433627	0.255062	0.765223	2.852493	4.492897	0.487286	1.218293	2.046681	null	2.759371	27.534542	1.199073	4.004601	2.309586	1.41892	1.316432	0.498925	0.113663"
"18/01/2009	0.423024	4.320292	7.306787	6.433627	0.255062	0.749918	2.895433	4.554868	0.502616	1.218293	2.057071	null	2.814011	29.741114	1.193522	4.076919	2.412437	1.427572	1.225458	0.485796	0.124664"
"19/01/2009	0.423024	4.25645	7.359397	6.121499	0.240624	0.749918	2.870893	4.393743	0.504321	1.192375	2.077849	null	2.759371	29.037298	1.221278	3.832846	2.337639	1.427572	1.230806	0.472666	0.124664"
"20/01/2009	0.403795	4.294759	7.172344	6.121499	0.231	0.749918	2.864759	4.214027	0.473651	1.140532	2.041487	1.452243	2.682877	31.424568	1.221278	3.887086	2.290885	1.384313	1.171942	0.479231	0.124664"
"21/01/2009	0.384567	4.341563	7.102199	6.146981	0.231	0.704005	2.834086	4.207831	0.460022	1.150902	2.031098	null	2.682877	30.340307	1.215727	3.832846	2.290885	1.46218	1.177295	0.459536	0.146667"
"22/01/2009	0.392258	4.128758	7.014518	6.166091	0.233407	0.673396	2.75434	3.997129	0.431058	1.057581	1.989541	null	2.600915	29.075338	1.210176	3.760529	2.225428	1.470832	1.182649	0.472666	0.124664"
"26/01/2009	0.384567	4.073426	7.131426	6.21068	0.231	0.82644	2.815687	3.817413	0.449799	1.083505	2.015514	null	2.622769	31.529196	1.221278	3.941323	2.225428	1.470832	1.187996	0.459536	0.124664"
"27/01/2009	0.34611	4.043631	7.505535	6.166091	0.23581	0.704005	2.668459	3.8484	0.466839	1.130162	2.020709	null	2.661018	30.340307	1.221278	3.878044	2.272183	1.50544	1.187996	0.459536	0.132001"
"28/01/2009	0.34611	4.128758	7.505535	6.166091	0.233407	0.734614	2.674593	3.8484	0.466839	1.104239	2.010319	null	2.732051	28.913651	1.215727	3.887086	2.262832	1.704435	1.230806	0.452972	0.13933"
"29/01/2009	0.34611	4.25645	7.365244	6.688425	0.231	0.749918	2.68686	3.910369	0.478763	1.104239	2.031098	null	2.868654	29.484318	1.221278	3.923244	2.290885	1.739043	1.230806	0.472666	0.135666"
"1/02/2009	0.34611	4.064913	7.131426	6.669315	0.221376	0.749918	2.735939	3.780231	0.449799	1.104239	2.025903	1.358983	2.835871	29.484318	1.249035	3.959402	2.141271	1.704435	1.198697	0.466101	0.132001"
"2/02/2009	0.34611	4.150039	7.306787	6.675683	0.214154	0.642787	2.705266	3.755442	0.402094	1.08869	1.994735	1.119157	2.786692	28.533209	1.276791	3.932284	2.141271	1.81691	1.166594	0.472666	0.132001"
"3/02/2009	0.319191	4.035118	6.687174	6.682054	0.216562	0.55096	2.68686	3.71826	0.408911	1.08869	1.979151	null	2.748442	27.867432	1.304547	3.932284	2.141271	1.86017	1.230806	0.49236	0.124664"
"4/02/2009	0.307653	3.996809	6.809926	6.529175	0.192499	0.505047	2.674593	3.736851	0.379947	1.021293	1.890843	null	2.759371	28.675873	1.276791	3.887086	1.748552	1.90343	1.23616	0.472666	0.124664"
"5/02/2009	0.315345	4.030859	7.014518	6.688425	0.202123	0.520351	2.680726	3.935158	0.393576	1.026478	1.859675	null	2.70473	30.321289	1.298996	3.905164	1.790626	1.929385	1.252214	0.472666	0.124664"
"8/02/2009	0.315345	3.979783	7.242488	6.338078	0.194906	0.55096	2.680726	3.873188	0.403799	1.026478	1.683058	null	2.759371	30.625641	1.378593	4.113079	1.814008	2.249508	1.311079	0.479231	0.109998"
"9/02/2009	0.315345	3.928705	7.242488	6.529175	0.199716	0.535656	2.668459	3.86699	0.385058	1.036847	1.662279	null	2.748442	30.435423	1.378593	4.122118	1.804657	2.162988	1.311079	0.472666	0.109998"
"10/02/2009	0.315345	4.001065	7.271716	6.561025	0.202123	0.505047	2.705266	3.805019	0.388464	1.052397	1.72981	0.959281	2.677409	30.768305	1.378593	4.203476	1.748552	2.076469	1.284323	0.446407	0.106334"
"11/02/2009	0.315345	3.9585	7.242488	6.656574	0.197314	0.55096	2.742072	3.873188	0.379947	1.083505	1.802535	0.866014	2.699268	32.337639	1.378593	4.158277	1.767253	2.162988	1.311079	0.446407	0.109998"
"12/02/2009	0.319191	4.035118	7.072972	6.490955	0.194906	0.55096	2.846353	3.879385	0.376535	1.109424	1.812924	null	2.732051	32.974876	1.33264	4.176356	1.757902	2.206248	1.337834	0.433277	0.109998"
"15/02/2009	0.315345	3.805267	7.189881	6.490955	0.192499	0.581569	2.79728	3.928961	0.369723	1.109424	1.818118	0.786079	2.732051	32.261543	1.344128	4.239634	1.739201	2.232204	1.32178	0.426712	0.102669"
"16/02/2009	0.315345	3.524341	7.014518	6.529175	0.192499	0.581569	2.7298	3.842201	0.356094	1.08869	1.797339	null	2.677409	32.603943	1.378593	4.212515	1.650372	2.249508	1.32178	0.426712	0.109998"
"17/02/2009	0.315345	3.447727	7.072972	6.306228	0.190092	0.520351	2.57644	3.829808	0.350982	1.073135	1.797339	null	2.589986	34.525181	1.378593	4.031721	1.612968	2.076469	1.305725	0.420147	0.106334"
"18/02/2009	0.323036	3.447727	7.014518	6.191569	0.216562	0.566265	2.527367	3.780231	0.335647	1.083505	1.781756	null	2.611839	34.144745	1.367105	4.194436	1.636341	1.98995	1.284323	0.407018	0.106334"
"19/02/2009	0.330728	3.243418	7.014518	6.146981	0.216562	0.489742	2.656187	3.780231	0.357794	1.047217	1.807729	null	2.682877	31.41506	1.367105	4.131159	1.566214	1.98995	1.380644	0.400453	0.106334"
"22/02/2009	0.330728	3.200851	7.189881	6.11513	0.214154	0.397916	2.613246	3.650091	0.345871	1.08869	1.735004	0.639521	2.688339	31.091684	1.326896	4.067879	1.53349	1.955341	1.359242	0.407018	0.095332"
"23/02/2009	0.315345	3.141261	7.160653	6.11513	0.211747	0.306089	2.631653	3.315448	0.337348	1.067951	1.797339	0.586228	2.764838	31.367504	1.326896	4.203476	1.505438	1.946689	1.337834	0.393888	0.102669"
"24/02/2009	0.315345	3.111466	7.172344	6.11513	0.218969	0.336698	2.625519	2.788694	0.348593	1.013516	1.78695	0.612871	2.759371	29.760134	1.321152	4.257713	1.482065	1.90343	1.337834	0.407018	0.102669"
"25/02/2009	0.315345	3.082035	7.189881	6.11513	0.223778	0.352002	2.5335	2.67095	0.348593	1.005739	1.72981	0.706138	2.912365	28.533209	1.321152	4.501786	1.496087	1.938038	1.337834	0.407018	0.095332"
"26/02/2009	0.315345	2.897293	7.224867	6.408146	0.223778	0.367307	2.588713	2.683344	0.363419	0.99019	1.78695	null	2.895974	29.46529	1.303919	4.537946	1.463363	1.955341	1.311079	0.413583	0.095332"
"1/03/2009	0.315345	2.793657	7.218744	6.497324	0.216562	0.367307	2.5151	2.676045	0.370807	1.016108	1.714226	null	2.945153	31.852571	1.315408	4.34811	1.429341	1.955341	1.300378	0.407018	0.098997"
"2/03/2009	0.326493	2.640456	7.224867	6.242529	0.211747	0.382611	2.47216	2.561083	0.366594	1.018701	1.672669	null	2.824941	29.9884	1.26371	4.339072	1.434265	1.955341	1.273616	0.407018	0.102669"
"3/03/2009	0.326493	2.793657	7.163639	6.15972	0.214154	0.367307	2.508966	2.509989	0.351846	1.010924	1.718754	null	2.852262	29.855244	1.246478	4.311953	1.409625	1.834214	1.257562	0.420147	0.102669"
"4/03/2009	0.326493	2.80267	7.041186	6.153349	0.226186	0.367307	2.521233	2.452508	0.36449	1.057581	1.787504	null	2.814011	29.607956	1.286687	4.357152	1.478621	2.033209	1.257562	0.413583	0.098997"
"5/03/2009	0.326493	2.703538	6.765659	6.11513	0.240624	0.428525	2.484427	2.388641	0.358168	1.07832	1.702889	null	2.841332	29.550892	1.26371	4.34811	1.453981	1.955341	1.230806	0.407018	0.095332"
"8/03/2009	0.326493	2.685513	6.735046	6.11513	0.255062	0.41322	2.521233	2.318387	0.356059	1.036847	1.618273	null	2.895974	29.864754	1.257966	4.36619	1.399768	1.920734	1.284323	0.393888	0.091668"
"9/03/2009	0.326493	2.798161	6.7228	6.04506	0.262279	0.443829	2.453754	2.190652	0.349737	1.062766	1.708177	null	2.941114	29.246538	1.309663	4.465628	1.409625	1.920734	1.091675	0.400453	0.091668"
"10/03/2009	0.326493	2.753103	6.643204	5.987731	0.271903	0.459134	2.527367	2.356708	0.356059	1.130162	1.702889	null	2.981483	29.398718	1.292431	4.610262	1.522986	1.920734	1.209404	0.393888	0.088003"
"11/03/2009	0.270751	2.793657	6.710554	5.987731	0.250248	0.474438	2.557696	2.254519	0.349737	1.135348	1.745196	null	2.975718	30.188133	1.315408	4.565064	1.498337	1.90343	1.204051	0.407018	0.088003"
"12/03/2009	0.270751	2.928833	6.716677	5.860334	0.250248	0.535656	2.699074	2.554697	0.381341	1.213108	1.782216	null	2.969948	30.559071	1.309663	4.646421	1.5772	1.90343	1.182649	0.400453	0.098997"
"15/03/2009	0.286677	2.838714	6.716677	5.853963	0.27431	0.566265	2.666947	2.727138	0.38345	1.264951	1.798081	null	3.067986	30.159599	1.321152	4.682581	1.626489	1.86017	1.15054	0.407018	0.113663"
"16/03/2009	0.286677	2.964878	6.704431	5.803005	0.283934	0.627483	2.821174	2.905967	0.391876	1.337532	1.850966	null	3.200623	30.530529	1.321152	4.682581	1.744774	1.920734	1.19335	0.407018	0.113663"
"17/03/2009	0.286677	2.991916	6.735046	5.955883	0.279125	0.566265	2.988267	3.231691	0.421371	1.270135	1.856254	null	3.13142	29.836224	1.309663	4.664502	1.734916	1.90343	1.187996	0.413583	0.117335"
"18/03/2009	0.286677	3.15413	6.74117	5.834852	0.293563	0.642787	3.206761	3.244465	0.448762	1.296059	1.824524	1.17245	3.287127	31.47213	1.286687	4.646421	1.725058	1.90343	1.145186	0.407018	0.128336"
"19/03/2009	0.286677	3.334364	6.83301	5.860334	0.288749	0.627483	3.245319	3.103957	0.438227	1.218293	1.798081	null	3.327497	32.432739	1.257966	4.583144	1.670845	1.894778	1.15054	0.420147	0.121"
"22/03/2009	0.286677	3.334364	6.857503	5.930403	0.281532	0.642787	3.168202	3.167824	0.436118	1.270135	1.787504	null	3.287127	32.014252	1.269454	4.664502	1.695494	1.894778	1.134485	0.420147	0.117335"
"23/03/2009	0.286677	3.519106	7.041186	6.04506	0.307997	0.704005	3.303153	3.353039	0.425589	1.327163	1.792792	1.119157	3.37363	31.4436	1.252222	4.917614	1.729991	1.90343	1.166594	0.420147	0.157668"
"24/03/2009	0.302604	3.541635	6.918729	6.019581	0.312811	0.734614	3.161776	3.359426	0.431906	1.347901	1.835101	null	3.321732	30.540041	1.257966	5.053211	1.720134	1.90343	1.225458	0.413583	0.175999"
"25/03/2009	0.302604	3.514602	7.194253	6.05143	0.307997	0.734614	3.213186	3.774564	0.419267	1.342717	1.840389	1.243369	3.310197	31.063158	1.292431	5.026091	1.759565	1.912082	1.225458	0.420147	0.172334"
"26/03/2009	0.31853	3.568671	7.469778	6.121499	0.307997	0.765223	3.386696	3.883139	0.431906	1.347901	1.792792	1.297428	3.344797	31.900124	1.26371	5.035131	1.823637	1.98995	1.241513	0.459536	0.175999"
"29/03/2009	0.322512	3.582188	7.714691	6.280748	0.320028	0.749918	3.38027	3.582962	0.42348	1.342717	1.787504	null	3.344797	30.730263	1.26371	4.953773	1.744774	2.007253	1.187996	0.433277	0.175999"
"30/03/2009	0.31853	3.690332	7.531006	6.280748	0.30078	0.734614	3.25817	3.404134	0.427693	1.332348	1.850966	null	3.229458	31.129726	1.315408	4.754899	1.720134	1.981297	1.204051	0.426712	0.175999"
"31/03/2009	0.31853	3.537131	7.592234	6.363556	0.312811	0.734614	3.155351	3.595736	0.444549	1.316793	1.824524	null	3.252527	30.910973	1.321152	4.7097	1.675778	1.98995	1.230806	0.433277	0.16867"
"1/04/2009	0.334457	3.52361	7.653461	6.433627	0.322435	0.857049	3.007542	3.927847	0.448762	1.379005	1.813947	null	3.229458	31.58626	1.33264	4.601224	1.784205	1.972645	1.214752	0.446407	0.161333"
"2/04/2009	0.334457	3.627245	7.775917	6.459107	0.336874	0.902963	3.136069	4.074741	0.446653	1.430848	1.782216	null	3.194859	29.284586	1.349872	4.782018	1.823637	1.972645	1.337834	0.446407	0.198002"
"6/04/2009	0.334457	3.32986	7.80653	6.599244	0.33813	0.948876	3.296729	4.132222	0.478257	1.487875	1.798081	null	3.281362	27.791344	1.321152	4.980892	1.907423	2.076469	1.337834	0.472666	0.205331"
"7/04/2009	0.398163	3.113576	7.9596	6.682054	0.343064	0.902963	3.232468	3.947005	0.474044	1.436032	1.771639	1.189304	3.287127	27.344324	1.33264	4.809136	1.902499	2.076469	1.311079	0.472666	0.219997"
"8/04/2009	0.398163	3.086539	7.9596	6.669315	0.32579	0.811136	3.161776	3.602122	0.446653	1.399744	1.771639	null	3.275592	27.686726	1.338384	4.71874	1.85321	2.076469	1.316432	0.459536	0.209003"
"9/04/2009	0.398163	3.145118	8.271861	6.866783	0.330723	0.857049	3.25817	3.710697	0.455084	1.411701	1.761062	null	3.425535	27.677212	1.326896	4.860912	1.932073	2.059165	1.32178	0.459536	0.219997"
"14/04/2009	0.398163	3.163142	8.388195	6.97507	0.330723	0.918267	3.38027	3.70431	0.467722	1.507589	1.80337	null	3.483203	28.561739	1.33264	4.897461	1.971504	2.076469	1.423454	0.466101	0.241999"
"15/04/2009	0.358346	3.15413	8.55963	6.97507	0.340595	0.841745	3.399554	3.800111	0.46351	1.507589	1.792792	null	3.529336	29.056318	1.344128	4.860912	1.922215	2.076469	1.391345	0.472666	0.249336"
"16/04/2009	0.350383	3.145118	8.571876	6.943222	0.318383	0.902963	3.418829	3.863979	0.46351	1.496939	1.792792	null	3.661975	28.295431	1.33264	4.879186	1.971504	2.067816	1.482319	0.472666	0.234663"
"17/04/2009	0.358346	3.127092	9.153539	7.00692	0.31098	0.979485	3.502373	3.832045	0.465619	1.518245	1.824524	1.256878	3.67351	26.659527	1.326896	4.696445	1.961646	2.041861	1.557237	0.479231	0.241999"
"20/04/2009	0.358346	3.032469	8.859647	7.07062	0.306042	1.056007	3.309578	3.825658	0.493004	1.523572	1.798081	null	3.679274	26.478813	1.338384	4.696445	1.971504	2.076469	1.605401	0.479231	0.230137"
"21/04/2009	0.358346	2.937846	8.988224	6.930481	0.296171	0.948876	3.181053	3.634056	0.476153	1.496939	1.771639	null	3.546637	27.677212	1.33264	4.732993	1.902499	2.292768	1.476971	0.498925	0.22247"
"22/04/2009	0.358346	2.901796	9.306609	6.924111	0.315914	0.857049	3.181053	3.506321	0.480366	1.523572	1.750485	null	3.592771	27.011435	1.33264	4.678171	1.907423	2.379287	1.525129	0.485796	0.22247"
"23/04/2009	0.358346	2.928833	9.184155	7.00692	0.32579	0.887658	3.148927	3.499934	0.476153	1.528901	1.798081	1.081187	3.529336	27.477478	1.309663	4.595939	1.927139	2.552326	1.5947	0.472666	0.22247"
"24/04/2009	0.398163	2.955871	9.184155	7.00055	0.320852	0.872354	3.226036	3.436067	0.476153	1.534228	1.771639	1.081187	3.448599	29.00876	1.309663	4.513705	1.951788	2.595586	1.578645	0.466101	0.214795"
"27/04/2009	0.358346	2.92433	9.367837	6.943222	0.320852	0.841745	3.161776	3.480774	0.46351	1.592828	1.776927	1.054162	3.494739	30.035955	1.309663	4.458882	1.872926	2.56963	1.525129	0.452972	0.207128"
"28/04/2009	0.398163	3.032469	9.331099	6.873153	0.328254	0.918267	3.213186	3.480774	0.450871	1.5875	1.76635	null	3.506267	29.474804	1.33264	4.449746	1.85321	2.457155	1.562591	0.466101	0.207128"
"29/04/2009	0.398163	3.045985	9.490292	6.982337	0.328254	0.948876	3.25817	3.627668	0.467722	1.560861	1.787504	1.135246	3.569707	28.961208	1.321152	4.65076	1.912357	2.379287	1.525129	0.459536	0.207128"
"30/04/2009	0.398163	3.091048	9.631116	6.930519	0.31098	0.964181	3.373846	3.883139	0.499326	1.5875	1.835101	null	3.442834	28.476141	1.315408	4.687308	1.951788	2.48311	1.626809	0.466101	0.195619"
"1/05/2009	0.398163	3.095551	9.398452	6.91109	0.330723	0.994789	3.354569	3.902299	0.484579	1.576844	1.845677	null	3.517803	28.580761	1.33264	4.687308	2.020784	2.595586	1.605401	0.466101	0.203286"
"4/05/2009	0.398163	3.113576	9.306609	7.040632	0.330723	0.979485	3.47667	4.113061	0.484579	1.694043	1.914427	null	3.477434	29.00876	1.309663	4.842639	2.099647	2.725366	1.600048	0.459536	0.214795"
"5/05/2009	0.358346	3.045985	9.184155	6.949952	0.330723	1.010094	3.502373	4.355757	0.459297	1.773948	1.925005	null	3.517803	29.959869	1.344128	4.787816	2.119362	2.725366	1.63751	0.485796	0.22247"
"6/05/2009	0.358346	2.919822	9.24538	6.930519	0.318383	1.010094	3.425255	4.451559	0.450871	1.704699	1.935582	null	3.604306	28.961208	1.33264	4.806091	2.050358	2.725366	1.63751	0.479231	0.24932"
"7/05/2009	0.358346	2.955871	9.190276	7.409826	0.315914	1.056007	3.43168	4.566519	0.480366	1.741988	1.909139	null	3.760013	28.542721	1.338384	5.043653	2.070073	2.768625	1.664266	0.485796	0.230137"
"8/05/2009	0.358346	2.928833	9.24538	7.124835	0.31098	1.117225	3.598771	4.853923	0.476153	1.73666	1.866831	null	3.788848	28.628321	1.367105	5.016242	2.070073	2.811884	1.76594	0.485796	0.22247"
"11/05/2009	0.358346	3.000928	9.490292	7.124835	0.31098	1.147834	3.502373	4.930564	0.476153	1.694043	1.808658	null	3.719645	28.05765	1.436034	4.769542	2.001069	2.898404	1.787348	0.485796	0.226303"
"12/05/2009	0.358346	3.018953	9.337223	7.124835	0.308511	1.101921	3.438112	4.917791	0.471935	1.704699	1.776927	null	3.679274	28.247877	1.40157	4.787816	1.946855	2.820537	1.814103	0.49236	0.237811"
"13/05/2009	0.358346	3.109068	9.251503	7.124835	0.31098	1.056007	3.418829	4.917791	0.452975	1.656749	1.835101	1.081187	3.690809	28.675873	1.413058	4.751268	1.951788	2.699409	1.814103	0.485796	0.237811"
"14/05/2009	0.358346	2.982903	9.337223	7.183128	0.296171	1.010094	3.316011	4.764509	0.429802	1.624788	1.856254	null	3.725414	28.086189	1.453267	4.623348	1.902499	2.725366	1.787348	0.485796	0.245478"
"15/05/2009	0.31853	3.000928	9.306609	7.189606	0.29864	1.010094	3.316011	4.719802	0.440337	1.624788	1.882696	null	3.794612	28.067163	1.453267	4.659897	1.882784	2.811884	1.80875	0.49236	0.233978"
"18/05/2009	0.31853	2.973891	9.324977	7.241424	0.281361	1.010094	3.348138	4.515426	0.429802	1.560861	1.877408	null	3.858051	28.352495	1.447523	4.595939	1.779281	2.759973	1.798049	0.485796	0.233978"
